id,name,district,intro,hint1,hint2,hint3,fact1,fact2,fact3,difficulty,lat,lon,image_url
189,"Hoysaleswara Temple, Halebidu",Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Massive twin temples with intricate stone carvings.,"It's a well-known temple, popular for studying mythological reliefs.","Visitors flock here for studying mythological reliefs, photography, sightseeing -- a well-loved spot in Hassan district.",Category: Temple,Known for: Massive twin temples with intricate stone carvings,"Popular activities: Studying mythological reliefs, Photography, Sightseeing",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Hoysaleshwara_temple_in_Monsoon.JPG/500px-Hoysaleshwara_temple_in_Monsoon.JPG
190,"Gomateshwara Statue, Shravanabelagola",Hassan,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",57-foot tall monolithic statue of Lord Bahubali.,"It's a well-known attraction, popular for climbing vindhyagiri hill.","Visitors flock here for climbing vindhyagiri hill, pilgrimage, panoramic viewing -- a well-loved spot in Hassan district.",Category: Attraction,Known for: 57-foot tall monolithic statue of Lord Bahubali,"Popular activities: Climbing Vindhyagiri hill, Pilgrimage, Panoramic viewing",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Hampi_virupaksha_temple.jpg/500px-Hampi_virupaksha_temple.jpg
192,Manjarabad Fort,Hassan,"Somewhere in Karnataka, this fort holds a story worth uncovering.",Star-shaped fort built by Tipu Sultan in 1792.,"It's a well-known fort, popular for fort trekking.","Visitors flock here for fort trekking, photography, enjoying views of the western ghats -- a well-loved spot in Hassan district.",Category: Fort,Known for: Star-shaped fort built by Tipu Sultan in 1792,"Popular activities: Fort trekking, Photography, Enjoying views of the Western Ghats",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Manjarabad_Fort_2.jpg/500px-Manjarabad_Fort_2.jpg
193,Hasanamba Temple,Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.","Temple dedicated to Goddess Shakti, open only during Diwali.","It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, witnessing local religious traditions -- a well-loved spot in Hassan district.",Category: Temple,"Known for: Temple dedicated to Goddess Shakti, open only during Diwali","Popular activities: Pilgrimage, Witnessing local religious traditions",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Hasanaba_Devi.jpg/500px-Hasanaba_Devi.jpg
195,Bisle Ghat,Hassan,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Dense forest viewpoint overlooking three mountain ranges.,"It's a well-known attraction, popular for nature photography.","Visitors flock here for nature photography, trekking, wildlife spotting -- a well-loved spot in Hassan district.",Category: Attraction,Known for: Dense forest viewpoint overlooking three mountain ranges,"Popular activities: Nature photography, Trekking, Wildlife spotting",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Bahubali_sravanabelagola_heritageplace.jpg/500px-Bahubali_sravanabelagola_heritageplace.jpg
196,"Lakshmi Devi Temple, Doddagaddavalli",Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Unique four-shrine (Chatuskuta) Hoysala temple.,"It's a well-known temple, popular for architecture study.","Visitors flock here for architecture study, photography, spiritual visit -- a well-loved spot in Hassan district.",Category: Temple,Known for: Unique four-shrine (Chatuskuta) Hoysala temple,"Popular activities: Architecture study, Photography, Spiritual visit",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/1113_CE_Lakshmi_Devi_temple%2C_Doddagaddavalli_Karnataka.jpg/500px-1113_CE_Lakshmi_Devi_temple%2C_Doddagaddavalli_Karnataka.jpg
198,"Bucheshwara Temple, Koravangala",Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Elegant 12th-century temple dedicated to Lord Shiva.,"It's a well-known temple, popular for exploring stone carvings.","Visitors flock here for exploring stone carvings, quiet meditation, photography -- a well-loved spot in Hassan district.",Category: Temple,Known for: Elegant 12th-century temple dedicated to Lord Shiva,"Popular activities: Exploring stone carvings, Quiet meditation, Photography",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Hassan._court_-1.jpg/500px-Hassan._court_-1.jpg
199,Hulikere Pond,Hassan,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Architectural stepwell with shrines representing constellations.,"It's a well-known attraction, popular for history tour.","Visitors flock here for history tour, photography of the stone steps -- a well-loved spot in Hassan district.",Category: Attraction,Known for: Architectural stepwell with shrines representing constellations,"Popular activities: History tour, Photography of the stone steps",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Krishna_Pushkarani_-_Hampi_Ruins.jpg/500px-Krishna_Pushkarani_-_Hampi_Ruins.jpg
201,"Jain Matt, Shravanabelagola",Hassan,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Ancient monastery housing 19th-century metal idols.,"It's a well-known attraction, popular for learning about jain history.","Visitors flock here for learning about jain history, seeking blessings, museum visit -- a well-loved spot in Hassan district.",Category: Attraction,Known for: Ancient monastery housing 19th-century metal idols,"Popular activities: Learning about Jain history, Seeking blessings, Museum visit",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Rishabhdev.png/500px-Rishabhdev.png
202,"Kedareshwara Temple, Halebidu",Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Intricate temple known for its star-shaped base.,"It's a well-known temple, popular for studying soapstone carvings.","Visitors flock here for studying soapstone carvings, photography -- a well-loved spot in Hassan district.",Category: Temple,Known for: Intricate temple known for its star-shaped base,"Popular activities: Studying soapstone carvings, Photography",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Halebidu_monuments_map%2C_1930_survey%2C_the_Dorasamudra_of_Hoysala_dynasty.jpg/500px-Halebidu_monuments_map%2C_1930_survey%2C_the_Dorasamudra_of_Hoysala_dynasty.jpg
204,Ramanathapura Temples,Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Cluster of temples on the banks of Cauvery (Dakshina Kashi).,"It's a well-known temple, popular for river bathing.","Visitors flock here for river bathing, temple hopping, spiritual retreat -- a well-loved spot in Hassan district.",Category: Temple,Known for: Cluster of temples on the banks of Cauvery (Dakshina Kashi),"Popular activities: River bathing, Temple hopping, Spiritual retreat",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Basavapatna_near_Ramanathapura._Hassan_distsrict._%282%29.jpg/500px-Basavapatna_near_Ramanathapura._Hassan_distsrict._%282%29.jpg
205,Twin Temples of Mosale,Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Nageshwara & Chennakeshava temples built side-by-side.,"It's a well-known temple, popular for comparing shaiva and vaishnava architecture.","Visitors flock here for comparing shaiva and vaishnava architecture, photography -- a well-loved spot in Hassan district.",Category: Temple,Known for: Nageshwara & Chennakeshava temples built side-by-side,"Popular activities: Comparing Shaiva and Vaishnava architecture, Photography",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Twin_Temples_Nageshswara_%26_Chenna_Kesava_Temple_-_Mosale.jpg/500px-Twin_Temples_Nageshswara_%26_Chenna_Kesava_Temple_-_Mosale.jpg
207,Kappe Chennigaraya Temple,Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Located within the Belur complex; built by Queen Shantala.,"It's a well-known temple, popular for architecture tour.","Visitors flock here for architecture tour, religious visit -- a well-loved spot in Hassan district.",Category: Temple,Known for: Located within the Belur complex; built by Queen Shantala,"Popular activities: Architecture tour, Religious visit",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/The_Courtyard_of_Chennakesava_Temple_-_Belur.jpg/500px-The_Courtyard_of_Chennakesava_Temple_-_Belur.jpg
208,Chandragiri Hill,Hassan,"Somewhere in Karnataka, this hill/viewpoint holds a story worth uncovering.",Small hill with several historic Jain Bastis.,"It's a well-known hill/viewpoint, popular for trekking.","Visitors flock here for trekking, visiting chavundaraya basadi, history study -- a well-loved spot in Hassan district.",Category: Hill/Viewpoint,Known for: Small hill with several historic Jain Bastis,"Popular activities: Trekking, Visiting Chavundaraya Basadi, History study",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Old_Kannada_inscription_from_7th_century_at_Chandragiri_hill_in_Shravanabelagola.jpg/500px-Old_Kannada_inscription_from_7th_century_at_Chandragiri_hill_in_Shravanabelagola.jpg
210,Jenukallu Betta,Hassan,"Somewhere in Karnataka, this hill/viewpoint holds a story worth uncovering.",Highest peak in the region with spectacular valley views.,"It's a well-known hill/viewpoint, popular for challenging trekking.","Visitors flock here for challenging trekking, photography, camping -- a well-loved spot in Hassan district.",Category: Hill/Viewpoint,Known for: Highest peak in the region with spectacular valley views,"Popular activities: Challenging trekking, Photography, Camping",hard,13.0072,76.0962,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Jenukallu%20Betta
211,Parvathamma Betta,Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Hilltop temple dedicated to Lord Shiva and Parvati.,"It's a well-known temple, popular for adventure trekking.","Visitors flock here for adventure trekking, viewpoint viewing, pilgrimage -- a well-loved spot in Hassan district.",Category: Temple,Known for: Hilltop temple dedicated to Lord Shiva and Parvati,"Popular activities: Adventure trekking, Viewpoint viewing, Pilgrimage",hard,13.0072,76.0962,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Parvathamma%20Betta
213,Shantala Devi Alcove,Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Artistic spot inside Halebidu temple dedicated to the Queen.,"It's a well-known temple, popular for art appreciation.","Visitors flock here for art appreciation, photography -- a well-loved spot in Hassan district.",Category: Temple,Known for: Artistic spot inside Halebidu temple dedicated to the Queen,"Popular activities: Art appreciation, Photography",hard,13.0072,76.0962,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Shantala%20Devi%20Alcove
214,Basti Hill,Hassan,"Somewhere in Karnataka, this hill/viewpoint holds a story worth uncovering.",Hillock featuring several black stone Jain Bastis.,"It's a well-known hill/viewpoint, popular for archaeological exploration.","Visitors flock here for archaeological exploration, quiet contemplation -- a well-loved spot in Hassan district.",Category: Hill/Viewpoint,Known for: Hillock featuring several black stone Jain Bastis,"Popular activities: Archaeological exploration, Quiet contemplation",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Hampi_virupaksha_temple.jpg/500px-Hampi_virupaksha_temple.jpg
216,Chavundaraya Basadi,Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Ancient Jain temple with pyramidal roof structure.,"It's a well-known temple, popular for architecture study.","Visitors flock here for architecture study, history tour -- a well-loved spot in Hassan district.",Category: Temple,Known for: Ancient Jain temple with pyramidal roof structure,"Popular activities: Architecture study, History tour",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Chavundaraya_Basadi_on_Chandragiri_hill_at_Shravanabelagola.jpg/500px-Chavundaraya_Basadi_on_Chandragiri_hill_at_Shravanabelagola.jpg
217,"Sadasiva Temple, Nuggehalli",Hassan,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Ekamukha (single-faced) Shiva temple with Hoysala art.,"It's a well-known temple, popular for religious visit.","Visitors flock here for religious visit, art appreciation, photography -- a well-loved spot in Hassan district.",Category: Temple,Known for: Ekamukha (single-faced) Shiva temple with Hoysala art,"Popular activities: Religious visit, Art appreciation, Photography",hard,13.0072,76.0962,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Sadasiva_temple_at_Nuggehalli_-_Hassan_district_of_Karnataka_state_India_view_of_entire_temple.jpg/500px-Sadasiva_temple_at_Nuggehalli_-_Hassan_district_of_Karnataka_state_India_view_of_entire_temple.jpg
158,Kalaburagi Fort,Kalaburagi,"Somewhere in Karnataka, this fort holds a story worth uncovering.",14th-century Bahmani fort with a massive 29-foot cannon.,"It's a well-known fort, popular for history tour.","Visitors flock here for history tour, fort exploration, photography -- a well-loved spot in Kalaburagi district.",Category: Fort,Known for: 14th-century Bahmani fort with a massive 29-foot cannon,"Popular activities: History tour, Fort exploration, Photography",medium,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/GulbargaPlaces.png/500px-GulbargaPlaces.png
161,Khwaja Bande Nawaz Dargah,Kalaburagi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Shrine of the famous Sufi saint in Indo-Saracenic style.,"It's a well-known attraction, popular for pilgrimage.","Visitors flock here for pilgrimage, architecture study, attending the annual urs -- a well-loved spot in Kalaburagi district.",Category: Attraction,Known for: Shrine of the famous Sufi saint in Indo-Saracenic style,"Popular activities: Pilgrimage, Architecture study, Attending the annual Urs",medium,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/commons/7/70/Portrait_of_Bande_Nawaz%2C_a_Sufi_saint_from_India.jpg
164,Chandrampalli Dam,Kalaburagi,"Somewhere in Karnataka, this hill/viewpoint holds a story worth uncovering.",Scenic dam built across the Bhima river between two hills.,"It's a well-known hill/viewpoint, popular for boating.","Visitors flock here for boating, jungle trekking, island visits, picnic -- a well-loved spot in Kalaburagi district.",Category: Hill/Viewpoint,Known for: Scenic dam built across the Bhima river between two hills,"Popular activities: Boating, Jungle trekking, Island visits, Picnic",medium,17.3297,76.8343,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Chandrampalli%20Dam
167,Chandralamba Temple (Sannati),Kalaburagi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Ancient temple located on the banks of the Bhima river.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, river-side relaxation, architecture study -- a well-loved spot in Kalaburagi district.",Category: Temple,Known for: Ancient temple located on the banks of the Bhima river,"Popular activities: Pilgrimage, River-side relaxation, Architecture study",medium,17.3297,76.8343,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Chandralamba%20Temple%20%28Sannati%29
170,Brahmapur Temple,Kalaburagi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",One of the oldest temples in the city area.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, viewing traditional festivals -- a well-loved spot in Kalaburagi district.",Category: Temple,Known for: One of the oldest temples in the city area,"Popular activities: Pilgrimage, Viewing traditional festivals",medium,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Mahendragiri_Hills.jpg/500px-Mahendragiri_Hills.jpg
173,Chincholi Wildlife Sanctuary,Kalaburagi,"Somewhere in Karnataka, this wildlife sanctuary holds a story worth uncovering.",The only dry deciduous forest in North Karnataka.,"It's a well-known wildlife sanctuary, popular for trekking.","Visitors flock here for trekking, wildlife spotting, nature photography -- a well-loved spot in Kalaburagi district.",Category: Wildlife Sanctuary,Known for: The only dry deciduous forest in North Karnataka,"Popular activities: Trekking, Wildlife spotting, Nature photography",medium,17.3297,76.8343,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Chincholi%20Wildlife%20Sanctuary
176,Malkhed Fort,Kalaburagi,"Somewhere in Karnataka, this fort holds a story worth uncovering.",Former capital of the Rashtrakuta dynasty.,"It's a well-known fort, popular for history tour.","Visitors flock here for history tour, fort trekking, photography -- a well-loved spot in Kalaburagi district.",Category: Fort,Known for: Former capital of the Rashtrakuta dynasty,"Popular activities: History tour, Fort trekking, Photography",medium,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/India_Karnataka_Divisions_map.png/500px-India_Karnataka_Divisions_map.png
179,Yadgir Hill Fort (Nearby),Kalaburagi,"Somewhere in Karnataka, this fort holds a story worth uncovering.",Massive hill fort with unique natural rock formations.,"It's a well-known fort, popular for adventure trekking.","Visitors flock here for adventure trekking, fort exploration, viewing the city -- a well-loved spot in Kalaburagi district.",Category: Fort,Known for: Massive hill fort with unique natural rock formations,"Popular activities: Adventure trekking, Fort exploration, Viewing the city",medium,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/India_Karnataka_Divisions_map.png/500px-India_Karnataka_Divisions_map.png
182,Basaveshwara Statue (City Center),Kalaburagi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Massive statue of the social reformer Basavanna.,"It's a well-known attraction, popular for photography.","Visitors flock here for photography, sightseeing, city exploration -- a well-loved spot in Kalaburagi district.",Category: Attraction,Known for: Massive statue of the social reformer Basavanna,"Popular activities: Photography, Sightseeing, City exploration",medium,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Hampi_virupaksha_temple.jpg/500px-Hampi_virupaksha_temple.jpg
185,Bhima River Banks,Kalaburagi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Wide river stretches ideal for sunset viewing.,"It's a well-known attraction, popular for sunset photography.","Visitors flock here for sunset photography, fishing, river-side walks -- a well-loved spot in Kalaburagi district.",Category: Attraction,Known for: Wide river stretches ideal for sunset viewing,"Popular activities: Sunset photography, Fishing, River-side walks",medium,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/NUT_7560C.jpg/500px-NUT_7560C.jpg
159,Jama Masjid Gulbarga,Kalaburagi,"Somewhere in Karnataka, this fort holds a story worth uncovering.",Unique mosque built inside the fort with no open courtyard.,"It's a well-known fort, popular for architecture study.","Visitors flock here for architecture study, history tour, photography -- a well-loved spot in Kalaburagi district.",Category: Fort,Known for: Unique mosque built inside the fort with no open courtyard,"Popular activities: Architecture study, History tour, Photography",hard,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/GulbargaPlaces.png/500px-GulbargaPlaces.png
160,Haft Gumbaz,Kalaburagi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Seven tombs of the Bahmani rulers with distinctive domes.,"It's a well-known attraction, popular for history tour.","Visitors flock here for history tour, architecture photography, sightseeing -- a well-loved spot in Kalaburagi district.",Category: Attraction,Known for: Seven tombs of the Bahmani rulers with distinctive domes,"Popular activities: History tour, Architecture photography, Sightseeing",hard,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/GulbargaPlaces.png/500px-GulbargaPlaces.png
162,Sharana Basaveshwara Temple,Kalaburagi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Historic Hindu temple dedicated to a 12th-century philosopher.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, watching traditional rituals -- a well-loved spot in Kalaburagi district.",Category: Temple,Known for: Historic Hindu temple dedicated to a 12th-century philosopher,"Popular activities: Pilgrimage, Watching traditional rituals",hard,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Gettyedu-2008.78.51-Retouched.jpg/500px-Gettyedu-2008.78.51-Retouched.jpg
163,Buddha Vihar,Kalaburagi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Sprawling Buddhist spiritual center with a grand pagoda.,"It's a well-known attraction, popular for meditation.","Visitors flock here for meditation, museum tour, photography, spiritual retreat -- a well-loved spot in Kalaburagi district.",Category: Attraction,Known for: Sprawling Buddhist spiritual center with a grand pagoda,"Popular activities: Meditation, Museum tour, Photography, Spiritual retreat",hard,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Buddha_Vihar%2C_Kalaburagi.jpg/500px-Buddha_Vihar%2C_Kalaburagi.jpg
165,Khoroti (Khorooti) Village,Kalaburagi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Home to the historic Sayyid Muhammad al-Husayni monument.,"It's a well-known attraction, popular for history tour.","Visitors flock here for history tour, cultural exploration -- a well-loved spot in Kalaburagi district.",Category: Attraction,Known for: Home to the historic Sayyid Muhammad al-Husayni monument,"Popular activities: History tour, Cultural exploration",hard,17.3297,76.8343,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Khoroti%20%28Khorooti%29%20Village
166,Sannati (Ashokan Edicts),Kalaburagi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Archaeological site with Ashokan rock edicts and Buddhist stupas.,"It's a well-known attraction, popular for archaeology study.","Visitors flock here for archaeology study, history tour, museum visit -- a well-loved spot in Kalaburagi district.",Category: Attraction,Known for: Archaeological site with Ashokan rock edicts and Buddhist stupas,"Popular activities: Archaeology study, History tour, Museum visit",hard,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Watch_towers_at_Gulbarga_Fort.JPG/500px-Watch_towers_at_Gulbarga_Fort.JPG
168,Nagavi Ghat,Kalaburagi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Scenic riverbank area known for its peaceful environment.,"It's a well-known attraction, popular for river bathing.","Visitors flock here for river bathing, photography, picnic -- a well-loved spot in Kalaburagi district.",Category: Attraction,Known for: Scenic riverbank area known for its peaceful environment,"Popular activities: River bathing, Photography, Picnic",hard,17.3297,76.8343,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Nagavi%20Ghat
169,Jivargi (Jevargi) Caves,Kalaburagi,"Somewhere in Karnataka, this cave holds a story worth uncovering.",Ancient rock-cut caves used by monks.,"It's a well-known cave, popular for cave exploration.","Visitors flock here for cave exploration, history tour, photography -- a well-loved spot in Kalaburagi district.",Category: Cave,Known for: Ancient rock-cut caves used by monks,"Popular activities: Cave exploration, History tour, Photography",hard,17.3297,76.8343,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Jivargi%20%28Jevargi%29%20Caves
171,Appa Lake,Kalaburagi,"Somewhere in Karnataka, this lake holds a story worth uncovering.",Pleasant urban lake named after Sharana Basaveshwara.,"It's a well-known lake, popular for evening walks.","Visitors flock here for evening walks, bird watching, relaxation -- a well-loved spot in Kalaburagi district.",Category: Lake,Known for: Pleasant urban lake named after Sharana Basaveshwara,"Popular activities: Evening walks, Bird watching, Relaxation",hard,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Hampi_virupaksha_temple.jpg/500px-Hampi_virupaksha_temple.jpg
172,Kambleshwar Temple,Kalaburagi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Known for its unique pillars and ancient stone carvings.,"It's a well-known temple, popular for art appreciation.","Visitors flock here for art appreciation, architecture photography -- a well-loved spot in Kalaburagi district.",Category: Temple,Known for: Known for its unique pillars and ancient stone carvings,"Popular activities: Art appreciation, Architecture photography",hard,17.3297,76.8343,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Kambleshwar%20Temple
174,Ethipotha Falls,Kalaburagi,"Somewhere in Karnataka, this waterfall holds a story worth uncovering.",Scenic seasonal waterfall located in the hilly terrains.,"It's a well-known waterfall, popular for nature photography.","Visitors flock here for nature photography, picnic, short trekking -- a well-loved spot in Kalaburagi district.",Category: Waterfall,Known for: Scenic seasonal waterfall located in the hilly terrains,"Popular activities: Nature photography, Picnic, Short trekking",hard,17.3297,76.8343,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Ethipotha%20Falls
175,Ganagapura Dattatreya Temple,Kalaburagi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Major pilgrimage center at the confluence of Bhima and Amarja.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, performing religious rites, river bathing -- a well-loved spot in Kalaburagi district.",Category: Temple,Known for: Major pilgrimage center at the confluence of Bhima and Amarja,"Popular activities: Pilgrimage, Performing religious rites, River bathing",hard,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Bhima_Amrja_Sangam_Ganagapur.JPG/500px-Bhima_Amrja_Sangam_Ganagapur.JPG
177,Uttaradi Matha (Malkhed),Kalaburagi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Prominent spiritual center for Madhwa Brahmins.,"It's a well-known attraction, popular for religious visit.","Visitors flock here for religious visit, spiritual study, viewing historical manuscripts -- a well-loved spot in Kalaburagi district.",Category: Attraction,Known for: Prominent spiritual center for Madhwa Brahmins,"Popular activities: Religious visit, Spiritual study, Viewing historical manuscripts",hard,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Sri_Uttaradi_Math_Building_Night_View%2C_Bangalore.jpg/500px-Sri_Uttaradi_Math_Building_Night_View%2C_Bangalore.jpg
178,Sedam Heritage Homes,Kalaburagi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Traditional 'wadas' or mansions with intricate woodwork.,"It's a well-known attraction, popular for heritage walk.","Visitors flock here for heritage walk, architecture study, cultural photography -- a well-loved spot in Kalaburagi district.",Category: Attraction,Known for: Traditional 'wadas' or mansions with intricate woodwork,"Popular activities: Heritage walk, Architecture study, Cultural photography",hard,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/GulbargaPlaces.png/500px-GulbargaPlaces.png
180,Afzalpur Dargah,Kalaburagi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Historic shrine attracting people of all faiths.,"It's a well-known attraction, popular for religious visit.","Visitors flock here for religious visit, cultural exploration -- a well-loved spot in Kalaburagi district.",Category: Attraction,Known for: Historic shrine attracting people of all faiths,"Popular activities: Religious visit, Cultural exploration",hard,17.3297,76.8343,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Afzalpur%20Dargah
181,Sri Revanasiddaeshwara Temple,Kalaburagi,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Famous hilltop temple with a steep stone staircase.,"It's a well-known temple, popular for uphill trekking.","Visitors flock here for uphill trekking, pilgrimage, viewpoint viewing -- a well-loved spot in Kalaburagi district.",Category: Temple,Known for: Famous hilltop temple with a steep stone staircase,"Popular activities: Uphill trekking, Pilgrimage, Viewpoint viewing",hard,17.3297,76.8343,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Sri%20Revanasiddaeshwara%20Temple
183,Gulbarga Science Centre,Kalaburagi,"Somewhere in Karnataka, this park holds a story worth uncovering.",Educational park with interactive science exhibits.,"It's a well-known park, popular for science park tour.","Visitors flock here for science park tour, educational visit, family fun -- a well-loved spot in Kalaburagi district.",Category: Park,Known for: Educational park with interactive science exhibits,"Popular activities: Science park tour, Educational visit, Family fun",hard,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/India_Karnataka_Divisions_map.png/500px-India_Karnataka_Divisions_map.png
184,Sindagi (Sindagi) Fort,Kalaburagi,"Somewhere in Karnataka, this fort holds a story worth uncovering.",Lesser-known ruins of a medieval fort.,"It's a well-known fort, popular for history exploration.","Visitors flock here for history exploration, photography -- a well-loved spot in Kalaburagi district.",Category: Fort,Known for: Lesser-known ruins of a medieval fort,"Popular activities: History exploration, Photography",hard,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/India_Karnataka_locator_map.svg/500px-India_Karnataka_locator_map.svg.png
186,Tomb of Sultan Hassan,Kalaburagi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",One of the largest and most decorative Bahmani tombs.,"It's a well-known attraction, popular for history tour.","Visitors flock here for history tour, architecture photography -- a well-loved spot in Kalaburagi district.",Category: Attraction,Known for: One of the largest and most decorative Bahmani tombs,"Popular activities: History tour, Architecture photography",hard,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/GulbargaPlaces.png/500px-GulbargaPlaces.png
